"word","freq"
"beaten",3
"beating",3
"beggars",3
"belief",3
"benevolent",3
"bestow",3
"bibliography",3
"bigelows",3
"bitter",3
"black",3
"blank",3
"blood",3
"blown",3
"boats",3
"bodily",3
"borrowed",3
"braddocks",3
"branch",3
"breaking",3
"brotherinlaw",3
"buildings",3
"bunyans",3
"butter",3
"buying",3
"calendar",3
"canada",3
"candid",3
"candles",3
"capable",3
"capital",3
"career",3
"careful",3
"carryd",3
"cash",3
"catholic",3
"chance",3
"chapel",3
"charges",3
"charitable",3
"charmed",3
"charter",3
"cheese",3
"clamor",3
"class",3
"clergyman",3
"clubs",3
"coarse",3
"cold",3
"collected",3
"columns",3
"comfortable",3
"commissions",3
"communicating",3
"comparing",3
"complained",3
"complete",3
"completely",3
"composd",3
"composed",3
"composition",3
"conducting",3
"confirm",3
"confuting",3
"congregation",3
"conscience",3
"considerd",3
"consumed",3
"contained",3
"contending",3
"contented",3
"contract",3
"contributed",3
"contributors",3
"convenience",3
"copley",3
"copper",3
"cordial",3
"corners",3
"correctly",3
"cotton",3
"councils",3
"countenance",3
"countryman",3
"coupled",3
"courts",3
"creed",3
"criticisms",3
"cure",3
"customers",3
"cutting",3
"dalibard",3
"date",3
"dead",3
"deck",3
"declaring",3
"deemed",3
"defect",3
"defective",3
"defoe",3
"defray",3
"delaware",3
"delight",3
"delighted",3
"delivery",3
"denyd",3
"dependence",3
"derivative",3
"described",3
"deserve",3
"detained",3
"determine",3
"dexterous",3
"diameter",3
"diem",3
"diligently",3
"dind",3
"dine",3
"disappointed",3
"discipline",3
"disclaimer",3
"discovering",3
"dislikd",3
"disposd",3
"distant",3
"distinction",3
"distinguishd",3
"distress",3
"divide",3
"dividing",3
"division",3
"dogmatical",3
"dogood",3
"dollar",3
"dollars",3
"don",3
"donate",3
"doubts",3
"dress",3
"drive",3
"driver",3
"drugget",3
"dullness",3
"duly",3
"dyd",3
"dyer",3
"earlier",3
"edge",3
"editor",3
"effectual",3
"efforts",3
"elevation",3
"embarrassment",3
"empty",3
"encouragement",3
"endeavours",3
"enemies",3
"enemys",3
"enjoy",3
"enlisted",3
"enmity",3
"enormous",3
"entering",3
"entertaind",3
"enthusiastic",3
"entire",3
"entity",3
"equipment",3
"errata",3
"escapd",3
"escape",3
"essential",3
"essentials",3
"esteemed",3
"evenings",3
"event",3
"exactly",3
"exceed",3
"excellence",3
"excellency",3
"excusd",3
"existed",3
"existence",3
"expectation",3
"expended",3
"expiration",3
"explanation",3
"expressly",3
"exquisite",3
"extream",3
"familiar",3
"fellowmen",3
"female",3
"ferry",3
"fewer",3
"fiftyfive",3
"finished",3
"fireplaces",3
"fires",3
"fitted",3
"flatterd",3
"fled",3
"flesh",3
"folio",3
"food",3
"footing",3
"forcd",3
"forces",3
"ford",3
"foster",3
"foundations",3
"founders",3
"fourteen",3
"frame",3
"francis",3
"frank",3
"freedom",3
"frontiers",3
"gardens",3
"gay",3
"generations",3
"genteel",3
"gentlemans",3
"georgia",3
"gevaudan",3
"gibbon",3
"gives",3
"glad",3
"gloucester",3
"gloves",3
"governd",3
"govr",3
"grace",3
"grandson",3
"granted",3
"granting",3
"greek",3
"grenville",3
"grievously",3
"guide",3
"handful",3
"happen",3
"harbor",3
"hat",3
"heavy",3
"hence",3
"hereby",3
"hesitation",3
"hid",3
"higher",3
"hire",3
"hired",3
"historical",3
"homely",3
"honorable",3
"hopes",3
"hot",3
"hume",3
"hungry",3
"hurt",3
"illustrations",3
"imagining",3
"imitate",3
"impatient",3
"impression",3
"impressions",3
"improper",3
"impropriety",3
"improvements",3
"incident",3
"include",3
"income",3
"inconvenience",3
"inconvenient",3
"increased",3
"inculcated",3
"independence",3
"indies",3
"indifferent",3
"inhabited",3
"injury",3
"inn",3
"innis",3
"inquird",3
"inquiring",3
"inscription",3
"instant",3
"institutions",3
"intelligence",3
"interruption",3
"intimately",3
"invention",3
"inventory",3
"ireland",3
"iron",3
"isaac",3
"itinerant",3
"ivory",3
"joseph",3
"journalist",3
"journeymen",3
"judge",3
"judges",3
"jup",3
"justly",3
"keen",3
"knuckle",3
"labor",3
"lading",3
"lake",3
"landing",3
"laughed",3
"lawyer",3
"leading",3
"lectures",3
"leicester",3
"lend",3
"lessen",3
"liability",3
"libeling",3
"lie",3
"lieu",3
"liked",3
"limitation",3
"links",3
"lively",3
"log",3
"logan",3
"longest",3
"lords",3
"lose",3
"loud",3
"louisburg",3
"lover",3
"lovers",3
"lucky",3
"maintain",3
"manage",3
"managed",3
"manifested",3
"manners",3
"manysided",3
"marchd",3
"marking",3
"marks",3
"material",3
"meanness",3
"messrs",3
"michael",3
"midnight",3
"milk",3
"ministry",3
"minutes",3
"miserable",3
"missed",3
"mix",3
"mixd",3
"model",3
"modern",3
"moravian",3
"moravians",3
"mounted",3
"move",3
"music",3
"naked",3
"native",3
"necessarily",3
"negligence",3
"neighborhood",3
"neighbors",3
"newport",3
"newspapers",3
"observations",3
"occur",3
"occurrd",3
"october",3
"offend",3
"offensive",3
"offers",3
"official",3
"onethird",3
"operations",3
"opponents",3
"opposd",3
"oppose",3
"opposing",3
"orator",3
"orderd",3
"originally",3
"outside",3
"overcome",3
"owd",3
"owe",3
"owing",3
"packetboats",3
"pain",3
"palmers",3
"paragraphs",3
"parted",3
"partner",3
"pauls",3
"pavd",3
"paving",3
"paymaster",3
"perceive",3
"perceived",3
"performances",3
"performed",3
"periodical",3
"permanent",3
"permit",3
"persuade",3
"persuasions",3
"physical",3
"picked",3
"pig",3
"pistoles",3
"plague",3
"plantations",3
"player",3
"pleaded",3
"poem",3
"politics",3
"position",3
"possessd",3
"possessed",3
"postponing",3
"potts",3
"practisd",3
"preachers",3
"precaution",3
"precept",3
"preface",3
"preferable",3
"prepard",3
"prepared",3
"preparing",3
"preserved",3
"president",3
"pretend",3
"primarily",3
"prince",3
"privileges",3
"probable",3
"producing",3
"professor",3
"projected",3
"projects",3
"promotion",3
"proprietors",3
"prospects",3
"protect",3
"protestant",3
"prove",3
"proverbs",3
"publicspirited",3
"purchased",3
"puts",3
"qualities",3
"quantities",3
"quarters",3
"quarto",3
"quincy",3
"quit",3
"quitted",3
"rakd",3
"rare",3
"rate",3
"readable",3
"readers",3
"reasonings",3
"reckon",3
"recollecting",3
"recommendations",3
"record",3
"references",3
"regret",3
"regretted",3
"rejected",3
"relate",3
"related",3
"relieved",3
"remaind",3
"remarkd",3
"remembered",3
"remit",3
"remote",3
"removd",3
"removing",3
"rendered",3
"repeated",3
"replyd",3
"reported",3
"representatives",3
"reproduced",3
"resign",3
"resolutions",3
"resolve",3
"respects",3
"retired",3
"revelation",3
"revenue",3
"richardson",3
"rightly",3
"road",3
"rooms",3
"royalty",3
"ruined",3
"ruining",3
"run",3
"runaway",3
"sabbath",3
"sacred",3
"satire",3
"satisfied",3
"scarcely",3
"scavengers",3
"season",3
"secrets",3
"secured",3
"securing",3
"self",3
"sentence",3
"sentiment",3
"separate",3
"separated",3
"sept",3
"serious",3
"severe",3
"sheets",3
"shore",3
"shorter",3
"sick",3
"sickness",3
"sight",3
"signs",3
"situated",3
"situations",3
"skill",3
"smallest",3
"social",3
"socrates",3
"socratic",3
"solicitations",3
"solicited",3
"solid",3
"somewhere",3
"sought",3
"south",3
"southern",3
"sparks",3
"specimen",3
"speckled",3
"spoken",3
"spot",3
"spots",3
"spreading",3
"spring",3
"started",3
"stationer",3
"stature",3
"steady",3
"steps",3
"stick",3
"stoop",3
"stopt",3
"stories",3
"stream",3
"stroke",3
"strokes",3
"struggle",3
"stuck",3
"studies",3
"studying",3
"submit",3
"subscribe",3
"subsequent",3
"successively",3
"sund",3
"sunday",3
"superseded",3
"supplied",3
"supposition",3
"surveyorgeneral",3
"suspect",3
"sweep",3
"swift",3
"swim",3
"tables",3
"tallowchandler",3
"task",3
"tea",3
"teaching",3
"tennent",3
"thanking",3
"theory",3
"thereupon",3
"third",3
"thread",3
"thrown",3
"thursday",3
"tis",3
"tongues",3
"tools",3
"towns",3
"tradesmen",3
"transcribers",3
"transcription",3
"travels",3
"treasurer",3
"treat",3
"treating",3
"truths",3
"tube",3
"twentyone",3
"twice",3
"twyford",3
"undertaken",3
"undoubtedly",3
"uneasy",3
"unexpected",3
"uniform",3
"universal",3
"unknown",3
"unsolicited",3
"unusual",3
"upright",3
"upwards",3
"useless",3
"user",3
"valuable",3
"valuation",3
"venturd",3
"vernons",3
"vested",3
"viii",3
"waiting",3
"walks",3
"warm",3
"warranties",3
"waterstreet",3
"weak",3
"welcome",3
"welfare",3
"whatsoever",3
"wheat",3
"wheel",3
"whereby",3
"wholly",3
"wills",3
"wilson",3
"windows",3
"windy",3
"wit",3
"witty",3
"wonder",3
"wood",3
"woodrow",3
"wounded",3
"wretched",3
"wwwgutenbergorg",3
"xiii",3
"xiv",3
"xvii",3
"yearly",3
"zurich",3
"abandoned",2
"abate",2
"abbey",2
"abel",2
"abiah",2
"ability",2
"abominable",2
"abraham",2
"abrupt",2
"abruptly",2
"abundantly",2
"abusive",2
"accepting",2
"accommodated",2
"accommodations",2
"accompanying",2
"accomplices",2
"accomplishd",2
"achievements",2
"acknowledge",2
"across",2
"action",2
"activities",2
"addisons",2
"additions",2
"addressd",2
"adds",2
"adhered",2
"admirably",2
"admird",2
"admission",2
"advancing",2
"adversaries",2
"affected",2
"affirmative",2
"aftern",2
"aided",2
"alas",2
"ale",2
"alleging",2
"allen",2
"alliance",2
"allotted",2
"along",2
"altogether",2
"ambition",2
"amboy",2
"ambuscades",2
"amended",2
"amendments",2
"amends",2
"amicably",2
"amiss",2
"ample",2
"amusing",2
"ancestors",2
"ancestry",2
"anchor",2
"ancient",2
"andrews",2
"anecdote",2
"angry",2
"animal",2
"annoyance",2
"anonymous",2
"anothers",2
"apart",2
"apparently",2
"appearances",2
"appendix",2
"apple",2
"applid",2
"apprehending",2
"apprehension",2
"apprehensions",2
"appropriating",2
"approved",2
"arbitration",2
"argumentation",2
"arise",2
"arm",2
"arose",2
"artful",2
"article",2
"artifice",2
"ascii",2
"ascribd",2
"ashamed",2
"aside",2
"assemblys",2
"assessment",2
"assessors",2
"associates",2
"associators",2
"assume",2
"assured",2
"astonished",2
"attached",2
"attacked",2
"attacks",2
"attained",2
"attaining",2
"attempting",2
"attempts",2
"attentive",2
"attorneygeneral",2
"auction",2
"aug",2
"augmented",2
"august",2
"authority",2
"available",2
"backwards",2
"baden",2
"ballads",2
"baptists",2
"barbadoes",2
"barley",2
"based",2
"basis",2
"battle",2
"beard",2
"beatty",2
"beauties",2
"beautiful",2
"becomes",2
"beds",2
"beforehand",2
"beginnings",2
"behalf",2
"behavd",2
"behaviour",2
"believd",2
"belonged",2
"belongs",2
"beneficial",2
"berne",2
"bibles",2
"bid",2
"birch",2
"birth",2
"bisket",2
"blackfriars",2
"blanks",2
"bleeding",2
"blind",2
"blows",2
"boarded",2
"boards",2
"bonfire",2
"bookish",2
"booksellers",2
"borrowing",2
"bottle",2
"bottoms",2
"bourbon",2
"bowl",2
"boyd",2
"brave",2
"breeches",2
"brethren",2
"brian",2
"brigt",2
"broad",2
"broke",2
"broom",2
"brooms",2
"brown",2
"build",2
"burden",2
"buried",2
"burned",2
"bushes",2
"campaign",2
"captains",2
"captured",2
"carlisle",2
"carriage",2
"carrid",2
"cast",2
"catch",2
"cattle",2
"caused",2
"causes",2
"cave",2
"certainty",2
"chain",2
"chamber",2
"chapmens",2
"chappel",2
"characterized",2
"charged",2
"chasd",2
"cheaper",2
"cheapness",2
"chearful",2
"chearfully",2
"check",2
"checks",2
"cheerful",2
"chest",2
"chester",2
"chestnutstreet",2
"choose",2
"christ",2
"chusing",2
"circles",2
"circulating",2
"citizen",2
"claimd",2
"clarissa",2
"cleaning",2
"cleanliness",2
"clearer",2
"clearest",2
"clearing",2
"clerks",2
"cloaths",2
"closely",2
"coat",2
"cod",2
"coffeehouse",2
"coin",2
"coleman",2
"colleagues",2
"colony",2
"column",2
"combination",2
"comment",2
"commissiond",2
"committed",2
"commonly",2
"commons",2
"communication",2
"compare",2
"comparison",2
"complaind",2
"compleated",2
"completed",2
"compliment",2
"compose",2
"comprising",2
"computer",2
"computers",2
"con",2
"conceit",2
"concept",2
"concernd",2
"conclude",2
"concurrence",2
"conditional",2
"conditions",2
"conferrd",2
"confess",2
"confession",2
"confident",2
"confind",2
"confined",2
"confinement",2
"confirmed",2
"confound",2
"congregations",2
"conjectures",2
"connections",2
"conscious",2
"consent",2
"constable",2
"constables",2
"construction",2
"consult",2
"consumes",2
"contend",2
"content",2
"contracts",2
"contradicting",2
"contribution",2
"contrivance",2
"contrivd",2
"control",2
"conventicles",2
"conversations",2
"converse",2
"conveyancer",2
"conveying",2
"convinced",2
"coppers",2
"corn",2
"corporation",2
"corrections",2
"costs",2
"counterbonds",2
"countrymen",2
"courses",2
"courthouse",2
"cover",2
"coverd",2
"crafty",2
"create",2
"created",2
"crimps",2
"crowded",2
"cumberland",2
"current",2
"customary",2
"cuts",2
"damage",2
"damaged",2
"dangerous",2
"dark",2
"dated",2
"daylight",2
"deceivd",2
"decided",2
"declaration",2
"declared",2
"deep",2
"deeper",2
"defects",2
"defensive",2
"deity",2
"demands",2
"demonstrated",2
"denial",2
"denominations",2
"denying",2
"depend",2
"despatches",2
"destitute",2
"destroy",2
"destruction",2
"developed",2
"devices",2
"devils",2
"devout",2
"dewees",2
"dictionaries",2
"diffidence",2
"diminish",2
"dincer",2
"diplomacy",2
"diplomat",2
"directions",2
"directors",2
"dirty",2
"discharging",2
"discouraged",2
"discouragement",2
"discourses",2
"discreet",2
"discussd",2
"discussion",2
"disgrace",2
"disgraceful",2
"disguise",2
"disgust",2
"disgusts",2
"dishes",2
"dispatch",2
"dispatching",2
"displace",2
"dispose",2
"disposing",2
"disputations",2
"disregarded",2
"dissatisfied",2
"dissensions",2
"dissenters",2
"dissolved",2
"distinguished",2
"distinguishing",2
"distressd",2
"distresses",2
"disturbance",2
"disturbed",2
"ditto",2
"divert",2
"divisible",2
"doctorthomas",2
"donation",2
"dormitories",2
"doth",2
"double",2
"doubter",2
"drunken",2
"duchess",2
"dug",2
"dunbars",2
"dunciad",2
"durable",2
"dutchman",2
"earl",2
"earnings",2
"easier",2
"easiness",2
"eastern",2
"edward",2
"effectually",2
"effort",2
"elder",2
"elderly",2
"electronically",2
"elsewhere",2
"embargo",2
"eminence",2
"empire",2
"employees",2
"employing",2
"employs",2
"enabling",2
"encouraging",2
"endeavor",2
"ended",2
"engagement",2
"engaging",2
"enjoyd",2
"enlist",2
"enquiry",2
"ensud",2
"ensuing",2
"enterd",2
"enterprise",2
"entertain",2
"enthusiasm",2
"entred",2
"envy",2
"equitable",2
"ere",2
"erect",2
"errands",2
"escaped",2
"everard",2
"everybody",2
"everyone",2
"everywhere",2
"evidence",2
"exact",2
"examind",2
"exceeded",2
"exceeding",2
"exceedingly",2
"excel",2
"exchange",2
"excited",2
"excluded",2
"excused",2
"executors",2
"exempt",2
"exercised",2
"exhibit",2
"exhibited",2
"exhibiting",2
"exhortation",2
"exhorted",2
"existing",2
"exists",2
"expecting",2
"experienced",2
"extant",2
"extended",2
"extent",2
"extinguished",2
"facts",2
"faithful",2
"faithfully",2
"falmouth",2
"false",2
"fame",2
"fancy",2
"farmer",2
"farthing",2
"fashionable",2
"fastened",2
"faster",2
"faulty",2
"favourable",2
"favours",2
"feasted",2
"feathers",2
"february",2
"federal",2
"feeble",2
"fellowcitizens",2
"fetch",2
"fever",2
"fifth",2
"fighting",2
"file",2
"files",2
"finely",2
"finish",2
"finishing",2
"fireengine",2
"firework",2
"flame",2
"flames",2
"flat",2
"flatter",2
"flight",2
"flimsy",2
"floor",2
"flourishes",2
"foe",2
"folger",2
"foolishly",2
"fools",2
"footpavement",2
"foppery",2
"forbade",2
"forbear",2
"forbid",2
"foremost",2
"foresee",2
"forgetting",2
"forgive",2
"forgot",2
"formality",2
"formats",2
"fortified",2
"fortnight",2
"foul",2
"founding",2
"frederic",2
"frederictown",2
"friday",2
"frolicks",2
"fuller",2
"funds",2
"furnishing",2
"gaining",2
"gains",2
"galleys",2
"games",2
"garden",2
"garret",2
"germans",2
"germantown",2
"germany",2
"gift",2
"gifts",2
"gilbert",2
"girl",2
"gladly",2
"glaris",2
"glasses",2
"godfreys",2
"gods",2
"goes",2
"golden",2
"goodwill",2
"gout",2
"grammar",2
"grandfathers",2
"grants",2
"gratify",2
"gregory",2
"grey",2
"grind",2
"gross",2
"group",2
"grow",2
"gunpowder",2
"gutter",2
"habitual",2
"habitude",2
"hair",2
"hallowd",2
"halted",2
"hamiltons",2
"hampshire",2
"hanbury",2
"handkerchiefs",2
"handle",2
"hanging",2
"hans",2
"happily",2
"harlowe",2
"harmless",2
"hart",2
"hast",2
"hasty",2
"heaps",2
"heaven",2
"height",2
"helpful",2
"hinder",2
"hiring",2
"historian",2
"holding",2
"holds",2
"holiday",2
"holland",2
"holt",2
"honor",2
"honorary",2
"hopd",2
"hoped",2
"hoping",2
"housekeepers",2
"httppglaforg",2
"httpwwwgutenbergorg",2
"httpwwwpgdpnet",2
"hugh",2
"hull",2
"humble",2
"humphry",2
"hundreds",2
"illustrated",2
"immense",2
"immodest",2
"immortal",2
"imperfect",2
"implied",2
"import",2
"imposing",2
"imposition",2
"impressd",2
"improved",2
"imprudent",2
"inaccurately",2
"inattention",2
"inches",2
"incidental",2
"inclinations",2
"incomplete",2
"incorporated",2
"indebted",2
"india",2
"indicate",2
"indirectly",2
"indiscreet",2
"indraught",2
"induced",2
"indulge",2
"inequality",2
"inevitably",2
"inferior",2
"infinite",2
"influencing",2
"inform",2
"ingenuity",2
"ingenuous",2
"injuries",2
"inquire",2
"inquiries",2
"inquisitive",2
"insert",2
"insight",2
"inspire",2
"instantly",2
"instruct",2
"instructor",2
"instruments",2
"insufficient",2
"intellectual",2
"intelligent",2
"intend",2
"intentions",2
"interested",2
"interrupted",2
"inventions",2
"irishman",2
"issue",2
"italy",2
"jealousies",2
"jefferson",2
"job",2
"jobbs",2
"jobs",2
"joining",2
"jointstool",2
"joy",2
"judicious",2
"judiciously",2
"keiths",2
"kill",2
"kinnersley",2
"knave",2
"knees",2
"knots",2
"laboured",2
"lack",2
"lad",2
"lady",2
"lamented",2
"landlady",2
"larger",2
"lasted",2
"laught",2
"lawful",2
"lawrence",2
"laziness",2
"leak",2
"leaves",2
"leedss",2
"legacy",2
"legal",2
"legislator",2
"lending",2
"leo",2
"letting",2
"levying",2
"liberal",2
"lifted",2
"lighthouse",2
"lighting",2
"liking",2
"loaf",2
"loan",2
"locations",2
"locke",2
"logic",2
"logline",2
"logs",2
"longcontinued",2
"loopholes",2
"loose",2
"lor",2
"loving",2
"lowest",2
"lxxi",2
"lyons",2
"machine",2
"machines",2
"magnalia",2
"maintained",2
"majesty",2
"manager",2
"managers",2
"mansfield",2
"manual",2
"marble",2
"marg",2
"markd",2
"marquis",2
"marriages",2
"marry",2
"massacred",2
"masts",2
"matches",2
"mathematics",2
"mathers",2
"mcmaster",2
"meanly",2
"meets",2
"memorandum",2
"mended",2
"mercury",2
"merediths",2
"messenger",2
"metal",2
"metaphysical",2
"methinks",2
"methodically",2
"methods",2
"mickle",2
"mild",2
"minute",2
"mischief",2
"misfortunes",2
"missing",2
"mistakes",2
"modes",2
"mon",2
"monsieur",2
"moreover",2
"morn",2
"morriss",2
"mostly",2
"motion",2
"motive",2
"motto",2
"mould",2
"mouth",2
"movd",2
"muddling",2
"musick",2
"nail",2
"nearest",2
"necessaries",2
"neglecting",2
"neighbourhood",2
"nevertheless",2
"newsletter",2
"niagara",2
"ninety",2
"nobody",2
"nollet",2
"nominate",2
"nomination",2
"norris",2
"northamptonshire",2
"noted",2
"notion",2
"nought",2
"novel",2
"nun",2
"nunnery",2
"object",2
"obligation",2
"obligations",2
"obscurity",2
"observable",2
"obstinately",2
"obstructed",2
"obstruction",2
"occurred",2
"occurrence",2
"oct",2
"offended",2
"offering",2
"offices",2
"opend",2
"opening",2
"opp",2
"oratory",2
"ordering",2
"orderly",2
"organized",2
"ornaments",2
"orphan",2
"overboard",2
"owed",2
"owns",2
"pack",2
"packd",2
"palmer",2
"pamela",2
"panick",2
"paquet",2
"parable",2
"paraded",2
"parcel",2
"parcels",2
"parents",2
"parish",2
"partnerships",2
"passenger",2
"passing",2
"passions",2
"patents",2
"paths",2
"patria",2
"patronage",2
"paved",2
"penalties",2
"penns",2
"pepper",2
"performd",2
"personally",2
"persuading",2
"peters",2
"philippians",2
"philosophers",2
"pickd",2
"picture",2
"pilgrims",2
"pitt",2
"pity",2
"placing",2
"plate",2
"play",2
"playhouse",2
"playing",2
"pleases",2
"poets",2
"polemic",2
"polite",2
"poorly",2
"popular",2
"porringer",2
"positions",2
"positiveness",2
"possibility",2
"posture",2
"pound",2
"powers",2
"pownall",2
"practices",2
"preached",2
"precision",2
"predecessor",2
"predominancy",2
"preference",2
"prefixd",2
"prejudices",2
"preserve",2
"presses",2
"pressman",2
"presswork",2
"presuming",2
"pretence",2
"prevailing",2
"preventing",2
"previously",2
"prichard",2
"priming",2
"principally",2
"prison",2
"privately",2
"prize",2
"procured",2
"producd",2
"production",2
"productive",2
"professions",2
"proficiency",2
"prohibited",2
"prominently",2
"pronounced",2
"proof",2
"proofreading",2
"proportionately",2
"proprietor",2
"prosecution",2
"protestants",2
"proverb",2
"prussia",2
"psalm",2
"psalms",2
"psalters",2
"publisher",2
"publishing",2
"punctuality",2
"punish",2
"punning",2
"pure",2
"purport",2
"purporting",2
"purposed",2
"pursue",2
"pursuing",2
"pursuit",2
"quagmire",2
"quarrelsome",2
"quart",2
"rained",2
"raisins",2
"raw",2
"reckoning",2
"recollect",2
"recollected",2
"recollection",2
"recommendation",2
"recompense",2
"recover",2
"redistributing",2
"redistribution",2
"reduce",2
"reflected",2
"reflection",2
"reflections",2
"reformation",2
"refusal",2
"refuted",2
"registered",2
"registers",2
"regularity",2
"reign",2
"rejoicing",2
"religions",2
"relinquish",2
"rely",2
"remains",2
"remark",2
"remittances",2
"repaird",2
"repay",2
"repetition",2
"repetitions",2
"replied",2
"represent",2
"represented",2
"representing",2
"reputably",2
"requird",2
"requiring",2
"research",2
"reserving",2
"resided",2
"resolvd",2
"respectable",2
"rested",2
"restrictions",2
"rests",2
"results",2
"retain",2
"retained",2
"retirement",2
"retreat",2
"returns",2
"reuse",2
"rev",2
"reverend",2
"review",2
"rewards",2
"ribbon",2
"riches",2
"rid",2
"riders",2
"rides",2
"rights",2
"roberts",2
"rocks",2
"rod",2
"rolls",2
"roman",2
"rotten",2
"rounds",2
"rowd",2
"rowing",2
"royalties",2
"rubbed",2
"rudeness",2
"russia",2
"sacrificing",2
"safe",2
"sagacious",2
"sailer",2
"sale",2
"salisbury",2
"salt",2
"salteros",2
"sameness",2
"satisfactory",2
"satisfid",2
"satisfy",2
"saunders",2
"scattered",2
"scene",2
"schuylkill",2
"sciences",2
"scientist",2
"scope",2
"scotland",2
"scour",2
"scrapes",2
"scribbling",2
"seal",2
"seamen",2
"searching",2
"seasonably",2
"seasons",2
"seastores",2
"secondstreet",2
"sections",2
"security",2
"seek",2
"sees",2
"seizd",2
"seized",2
"selected",2
"selfmade",2
"selling",2
"seriously",2
"seriousness",2
"servd",2
"settle",2
"settlement",2
"settlements",2
"seventh",2
"severely",2
"shalt",2
"sham",2
"shammie",2
"shelter",2
"shes",2
"shipley",2
"ships",2
"shock",2
"shoe",2
"shook",2
"shot",2
"silent",2
"similarity",2
"sing",2
"sinking",2
"sit",2
"sits",2
"sketch",2
"slavery",2
"sleeping",2
"sloane",2
"slowly",2
"smaller",2
"smiths",2
"smoothly",2
"sociable",2
"societies",2
"sogard",2
"sole",2
"solicitation",2
"solicitorgeneral",2
"solomon",2
"somewhat",2
"song",2
"sophister",2
"sorry",2
"sotting",2
"soundings",2
"sovereignty",2
"specific",2
"specified",2
"speedy",2
"spending",2
"spirits",2
"spiritual",2
"spite",2
"staff",2
"staid",2
"stairs",2
"stands",2
"stanza",2
"statements",2
"stationary",2
"stayed",2
"steadily",2
"steele",2
"stephen",2
"stile",2
"stitching",2
"stockade",2
"stool",2
"stop",2
"stranger",2
"strengthend",2
"strict",2
"strictly",2
"string",2
"strip",2
"stripped",2
"stronger",2
"strongest",2
"stuff",2
"subjected",2
"subsisted",2
"substance",2
"successive",2
"successor",2
"successors",2
"sue",2
"suffer",2
"suffering",2
"suggested",2
"suggestion",2
"summary",2
"summer",2
"sums",2
"sundry",2
"sung",2
"superintend",2
"superior",2
"supplying",2
"supposed",2
"surely",2
"surface",2
"surff",2
"surprising",2
"surrounded",2
"suspecting",2
"swimming",2
"swimmingly",2
"swore",2
"sylvia",2
"synod",2
"talk",2
"talkd",2
"talker",2
"tapes",2
"tart",2
"tatler",2
"taxation",2
"taxed",2
"tells",2
"temptation",2
"tempted",2
"tenants",2
"tend",2
"tended",2
"tending",2
"tends",2
"testament",2
"testaments",2
"thames",2
"theological",2
"theres",2
"thick",2
"thirst",2
"thô",2
"thot",2
"thoughtless",2
"threats",2
"threepenny",2
"thundergust",2
"tickets",2
"tird",2
"titan",2
"titles",2
"tone",2
"tongue",2
"total",2
"tother",2
"tradesman",2
"trampling",2
"translations",2
"treasure",2
"treasury",2
"trenton",2
"trifle",2
"trifles",2
"truly",2
"trusted",2
"tryd",2
"tryon",2
"tuesday",2
"turgut",2
"turns",2
"tutor",2
"twentytwo",2
"unacquainted",2
"unavoidable",2
"uncommon",2
"undergone",2
"unfinished",2
"unfortunately",2
"universally",2
"unkind",2
"upper",2
"urgd",2
"urging",2
"utmost",2
"validity",2
"valued",2
"vanilla",2
"varied",2
"vauxhall",2
"vegetable",2
"vending",2
"venture",2
"ventured",2
"verbal",2
"vicious",2
"victory",2
"viewing",2
"vigorous",2
"violent",2
"vizir",2
"vogue",2
"vol",2
"vulgar",2
"wager",2
"walked",2
"warehouse",2
"warming",2
"warmly",2
"warning",2
"warrant",2
"warranty",2
"wars",2
"wash",2
"watergruel",2
"watts",2
"wattss",2
"wealthiest",2
"wear",2
"wears",2
"weighed",2
"wellbred",2
"welsh",2
"wheelbarrow",2
"whence",2
"whereas",2
"wherewith",2
"whistles",2
"wholesale",2
"wick",2
"widest",2
"wifes",2
"wilchingen",2
"willful",2
"willingly",2
"winter",2
"wipe",2
"wire",2
"wisest",2
"withal",2
"withdrew",2
"wives",2
"wonderd",2
"woodworth",2
"worn",2
"worried",2
"worse",2
"worthy",2
"wright",2
"wyndham",2
"xii",2
"xix",2
"xviii",2
"yale",2
"yes",2
"younger",2
"zeal",2
"abandond",1
"abatd",1
"abated",1
"abatement",1
"abating",1
"abbés",1
"abbreviations",1
"abide",1
"ablest",1
"abolition",1
"abortive",1
"abounds",1
"abovementioned",1
"abram",1
"absented",1
"absinthium",1
"absorb",1
"absorbed",1
"abstain",1
"abstruse",1
"absurd",1
"absurdity",1
"absurdly",1
"abundance",1
"abundant",1
"abusing",1
"accent",1
"accessed",1
"accessible",1
"accident",1
"accidentally",1
"accommodating",1
"accompanid",1
"accompanyd",1
"accomptbooks",1
"accosting",1
"accounted",1
"accounting",1
"accumulate",1
"accumulating",1
"accurately",1
"accusations",1
"accused",1
"accustoming",1
"acknowledgment",1
"acknowledgments",1
"acquaints",1
"acquiescd",1
"acquiring",1
"acquisitions",1
"acres",1
"acted",1
"actings",1
"actor",1
"actual",1
"actus",1
"acute",1
"adam",1
"adams",1
"adapted",1
"addresses",1
"adequate",1
"adieu",1
"adjacent",1
"administered",1
"administrations",1
"admiralties",1
"admired",1
"admirers",1
"admiring",1
"admittance",1
"admitting",1
"admonished",1
"admonishing",1
"admonition",1
"adopt",1
"adopting",1
"adoration",1
"adored",1
"advancemoney",1
"adventures",1
"adventurous",1
"advertising",1
"advices",1
"advising",1
